transaction_id,customer_id,billing_date,store_id,region,item_id,item_name,category,quantity,unit_price,discount,total_amount
T0399,C191,2024-01-01,S002,North,I009,Table,electronics,1,29831,500,29331
T0836,C099,2024-01-01,S004,North,I023,TV,electronics,3,6501,1000,18503
T0504,C021,01-03-2024,S003,East,I079,Chair,electronics,-2,34605,,-69210
T0499,C017,2024-01-01,S001,South,I082,Chair,Electronics,0,18545,0,0
T0572,C011,2024-01-01,S001,East,I058,TV,Furniture,3,9982,0,29946
T0137,C179,01-03-2024,S001,West,I030,Laptop,electronics,0,48114,1000,-1000
T0049,C122,2024/01/02,S003,South,I010,TV,electronics,2,6383,500,12266
T0770,C116,01-03-2024,S004,East,I005,Laptop,electronics,-2,26070,1000,-53140
T0972,C050,01-03-2024,S001,East,I069,Phone,Electronics,-1,11460,0,-11460
T0618,C070,2024-02-05,S003,South,I031,Phone,Electronics,1,32335,,32335
T0624,C047,01-03-2024,S002,East,I038,TV,electronics,2,15959,1000,30918
T0861,C018,2024-01-01,S004,West,I047,Phone,Electronics,-1,7699,,-7699
T0253,C005,2024-01-01,S003,North,I012,Chair,Furniture,4,10528,500,41612
T0629,C083,2024-01-01,S004,West,I058,Laptop,Electronics,0,47285,500,-500
T0709,C154,2024/01/02,S002,East,I066,Table,electronics,-1,3983,,-3983
T0848,C052,2024-01-01,S003,North,I055,Table,Furniture,1,19735,500,19235
T0876,C106,2024/01/02,S004,South,I040,Phone,Electronics,1,37921,,37921
T0562,C100,2024-01-01,S003,West,I055,Laptop,electronics,3,48101,,144303
T0756,C047,01-03-2024,S001,South,I034,Chair,,3,12224,,36672
T0914,C134,2024-02-05,S004,North,I037,Table,,4,19498,500,77492
T0425,C186,2024-01-01,S003,East,I080,Chair,Furniture,0,28162,,0
T0546,C068,2024/01/02,S001,North,I066,Chair,Furniture,1,33996,500,33496
T0301,C010,2024/01/02,S002,North,I033,Table,Furniture,-2,47584,,-95168
T0921,C142,2024-02-05,S004,South,I075,Table,Electronics,2,39733,,79466
T0580,C191,2024-01-01,S004,West,I087,Phone,Furniture,0,22956,500,-500
T0348,C130,01-03-2024,S002,North,I069,Laptop,Electronics,0,14507,,0
T0831,C121,2024-01-01,S001,East,I010,TV,electronics,-1,18180,,-18180
T0932,C068,2024-01-01,S002,North,I026,Laptop,Electronics,0,8424,500,-500
T0979,C022,2024-02-05,S004,South,I047,TV,Electronics,4,7507,0,30028
T0048,C180,2024-01-01,S003,West,I023,Table,electronics,2,40113,1000,79226
T0916,C036,01-03-2024,S001,East,I017,Chair,,-2,37533,500,-75566
T0073,C008,2024/01/02,S001,South,I026,Laptop,Electronics,-1,4320,,-4320
T0703,C014,2024-02-05,S001,North,I053,Chair,Electronics,2,11831,1000,22662
T0260,C130,01-03-2024,S002,North,I054,Laptop,electronics,3,11280,1000,32840
T0355,C092,2024/01/02,S002,West,I020,Laptop,Furniture,0,22654,,0
T0581,C197,2024-02-05,S003,South,I058,Chair,electronics,4,12594,,50376
T0601,C016,2024-02-05,S003,South,I033,Phone,,1,11585,0,11585
T0259,C153,2024/01/02,S001,West,I096,Table,Furniture,3,411,,1233
T0637,C148,2024/01/02,S003,East,I057,Phone,,1,27105,1000,26105
T0742,C071,01-03-2024,S002,South,I047,Phone,Electronics,2,26461,,52922
T0294,C148,2024-01-01,S003,West,I053,Laptop,,-2,38302,1000,-77604
T0930,C120,2024-01-01,S002,South,I017,Table,,1,15667,500,15167
T0640,C010,2024-01-01,S003,West,I002,Laptop,electronics,4,16080,500,63820
T0791,C165,2024-01-01,S004,North,I023,TV,Furniture,2,49653,1000,98306
T0312,C071,2024-01-01,S002,North,I000,Laptop,Electronics,-1,22038,500,-22538
T0611,C105,01-03-2024,S004,South,I005,Chair,Electronics,0,221,0,0
T0837,C124,2024-02-05,S002,South,I018,Laptop,Electronics,-2,33618,1000,-68236
T0808,C034,01-03-2024,S003,North,I085,TV,Furniture,4,49357,1000,196428
T0181,C118,01-03-2024,S004,East,I042,Laptop,Furniture,4,7034,,28136
T0685,C013,01-03-2024,S003,West,I007,TV,,-2,9351,0,-18702
T0827,C013,2024-02-05,S002,East,I068,Table,,-1,30345,,-30345
T0363,C009,01-03-2024,S004,East,I051,Laptop,Furniture,-2,12459,0,-24918
T0187,C139,01-03-2024,S001,East,I072,TV,Electronics,2,12955,0,25910
T0568,C037,2024-02-05,S003,North,I046,Table,Furniture,-2,17728,0,-35456
T0542,C107,01-03-2024,S002,South,I084,Chair,electronics,-2,24751,1000,-50502
T0595,C118,2024-01-01,S004,East,I027,Phone,Furniture,-2,23349,500,-47198
T0663,C033,2024/01/02,S003,North,I045,TV,Furniture,2,42069,500,83638
T0984,C168,01-03-2024,S004,West,I003,Chair,Electronics,3,36150,,108450
T0547,C009,2024/01/02,S003,South,I087,Table,,0,2375,,0
T0724,C121,01-03-2024,S003,West,I007,Chair,electronics,1,20292,500,19792
T0925,C144,01-03-2024,S003,East,I060,Laptop,electronics,3,865,500,2095
T0407,C144,2024-01-01,S004,South,I016,Phone,electronics,-2,35583,0,-71166
T0875,C194,2024-02-05,S004,East,I033,TV,Furniture,-1,17981,,-17981
T0617,C189,2024/01/02,S003,South,I019,Table,Electronics,4,45006,,180024
T0413,C114,2024-02-05,S001,East,I079,Phone,Furniture,-1,44792,,-44792
T0341,C000,2024-01-01,S001,West,I073,Table,,2,29601,,59202
T0219,C011,2024-01-01,S001,West,I033,Chair,Electronics,0,37934,500,-500
T0902,C102,2024/01/02,S002,East,I042,Table,electronics,-2,33357,500,-67214
T0162,C003,2024-02-05,S001,South,I009,Table,Furniture,2,27099,1000,53198
T0950,C169,2024-01-01,S004,West,I093,Chair,Electronics,1,39242,1000,38242
T0219,C140,01-03-2024,S001,South,I029,Chair,Furniture,0,34803,500,-500
T0269,C097,01-03-2024,S004,South,I024,Phone,Electronics,0,35617,0,0
T0631,C105,01-03-2024,S002,West,I056,TV,electronics,2,44356,500,88212
T0905,C084,2024-02-05,S004,North,I062,Chair,,3,11983,0,35949
T0847,C120,01-03-2024,S004,North,I070,Phone,,4,9395,,37580
T0399,C131,01-03-2024,S004,South,I046,Table,Furniture,-1,27957,1000,-28957
T0181,C081,2024-01-01,S001,West,I083,Table,electronics,3,40332,0,120996
T0990,C196,2024-01-01,S003,North,I080,Laptop,Furniture,0,29967,,0
T0617,C018,01-03-2024,S004,East,I002,Chair,Furniture,-1,45005,500,-45505
T0728,C129,01-03-2024,S001,South,I045,Phone,Electronics,0,6386,1000,-1000
T0204,C011,2024-01-01,S001,North,I035,Phone,Electronics,4,45863,500,182952
T0581,C080,2024/01/02,S001,West,I025,TV,Electronics,0,26390,,0
T0555,C073,2024-02-05,S003,West,I009,Phone,electronics,0,4249,,0
T0840,C097,2024-02-05,S003,South,I033,Chair,electronics,1,38716,500,38216
T0812,C005,2024-01-01,S003,West,I077,Phone,Furniture,-1,40524,,-40524
T0227,C135,2024-02-05,S003,East,I007,Laptop,Electronics,1,2445,,2445
T0695,C124,2024-01-01,S002,East,I054,Table,electronics,-1,22033,0,-22033
T0618,C050,2024-01-01,S003,North,I090,Table,Furniture,4,39548,500,157692
T0595,C010,2024-01-01,S003,West,I009,Phone,electronics,4,8870,500,34980
T0849,C190,2024-01-01,S003,East,I056,Phone,Furniture,1,18182,1000,17182
T0249,C184,2024/01/02,S004,South,I078,Phone,,1,45655,0,45655
T0874,C126,01-03-2024,S004,West,I085,Phone,Electronics,1,10963,0,10963
T0440,C139,01-03-2024,S003,North,I044,Laptop,,4,7084,,28336
T0532,C072,2024/01/02,S002,South,I049,Chair,Furniture,4,27603,1000,109412
T0195,C001,2024-02-05,S004,South,I063,Laptop,Furniture,2,38124,1000,75248
T0689,C007,2024-02-05,S001,South,I094,Laptop,Electronics,1,39419,0,39419
T0928,C138,01-03-2024,S004,East,I001,Laptop,Electronics,3,49530,1000,147590
T0986,C123,2024-02-05,S001,South,I044,Table,Furniture,3,1568,0,4704
T0518,C052,01-03-2024,S004,East,I094,Laptop,electronics,0,9232,1000,-1000
T0069,C009,01-03-2024,S003,South,I061,Phone,Electronics,-2,35186,0,-70372
T0638,C111,2024/01/02,S004,East,I013,Laptop,Furniture,1,37404,0,37404
T0398,C007,2024-02-05,S003,West,I073,Phone,Electronics,-2,38215,,-76430
T0977,C035,2024/01/02,S003,East,I093,Chair,Electronics,-2,14562,,-29124
T0671,C105,01-03-2024,S004,East,I099,Table,,0,46449,1000,-1000
T0759,C013,01-03-2024,S001,West,I014,Chair,,-2,22423,,-44846
T0202,C181,01-03-2024,S001,South,I013,Chair,electronics,4,18267,500,72568
T0147,C085,2024-01-01,S004,West,I030,Table,Electronics,-2,10167,500,-20834
T0471,C148,2024-01-01,S003,South,I028,Phone,Furniture,4,3326,1000,12304
T0654,C049,2024-01-01,S001,East,I026,Phone,Furniture,4,12020,0,48080
T0943,C166,2024/01/02,S002,South,I084,Phone,Electronics,3,25661,,76983
T0198,C019,01-03-2024,S003,East,I008,Table,Electronics,4,48140,1000,191560
T0916,C086,2024-02-05,S004,South,I019,Laptop,electronics,-2,35687,500,-71874
T0425,C134,2024/01/02,S003,East,I098,TV,electronics,-1,36838,0,-36838
T0665,C136,2024/01/02,S002,East,I057,Laptop,electronics,1,10358,,10358
T0491,C128,2024/01/02,S002,North,I078,Laptop,Furniture,1,49676,0,49676
T0887,C153,2024-02-05,S001,South,I087,Chair,,-2,31755,0,-63510
T0895,C165,01-03-2024,S002,South,I048,TV,electronics,0,34973,,0
T0141,C037,2024-01-01,S003,North,I056,Phone,Furniture,-1,18954,,-18954
T0312,C188,01-03-2024,S001,East,I015,Laptop,electronics,0,48775,500,-500
T0164,C043,01-03-2024,S002,East,I099,Table,Furniture,0,20278,500,-500
T0313,C085,2024/01/02,S001,North,I074,Laptop,Electronics,-2,19375,0,-38750
T0020,C043,2024/01/02,S001,North,I007,Phone,Furniture,2,9975,0,19950
T0081,C073,2024/01/02,S004,West,I066,Laptop,Electronics,-2,44233,500,-88966
T0580,C118,2024-01-01,S001,East,I018,Chair,Furniture,3,36015,500,107545
T0130,C189,2024-01-01,S001,West,I066,Chair,,2,12353,0,24706
T0598,C121,2024-01-01,S002,South,I035,Laptop,Furniture,4,28837,1000,114348
T0729,C133,01-03-2024,S003,West,I088,Chair,Electronics,-1,45970,1000,-46970
T0932,C144,2024/01/02,S003,North,I059,Table,,2,8001,1000,15002
T0983,C050,2024-02-05,S002,North,I035,TV,Furniture,-2,17658,,-35316
T0304,C037,01-03-2024,S003,North,I010,Laptop,Furniture,-2,19433,500,-39366
T0914,C151,2024-01-01,S001,North,I050,Table,electronics,0,10101,1000,-1000
T0370,C050,2024-02-05,S004,West,I079,Table,,-2,25112,1000,-51224
T0856,C009,2024-02-05,S001,West,I054,Table,Electronics,4,29561,500,117744
T0852,C119,2024/01/02,S001,West,I053,Phone,,3,31911,,95733
T0383,C199,2024-02-05,S004,North,I016,Laptop,Electronics,-2,33102,1000,-67204
T0907,C148,2024-01-01,S002,North,I061,Laptop,electronics,1,30510,,30510
T0444,C069,2024/01/02,S001,East,I041,Laptop,electronics,1,37638,,37638
T0424,C084,2024-02-05,S001,East,I023,TV,Electronics,0,37996,0,0
T0160,C056,2024/01/02,S002,North,I016,Table,Electronics,2,29698,500,58896
T0177,C125,2024-02-05,S001,East,I047,Laptop,Electronics,2,41027,0,82054
T0628,C038,01-03-2024,S001,South,I083,Chair,electronics,1,35342,1000,34342
T0707,C032,01-03-2024,S003,South,I085,Phone,,3,33094,0,99282
T0894,C186,2024-01-01,S002,North,I069,TV,electronics,-1,30548,500,-31048
T0489,C017,01-03-2024,S001,West,I006,Phone,Furniture,4,32430,,129720
T0326,C183,01-03-2024,S001,South,I013,Table,electronics,4,6260,,25040
T0597,C056,01-03-2024,S004,South,I010,Chair,Furniture,4,43670,1000,173680
T0288,C095,2024-02-05,S004,West,I011,Table,Furniture,3,26951,500,80353
T0592,C047,2024-02-05,S004,East,I004,Laptop,electronics,1,21285,,21285
T0663,C041,2024/01/02,S001,West,I004,Phone,electronics,4,10107,1000,39428
T0572,C026,2024-02-05,S001,East,I019,Chair,electronics,3,5457,500,15871
T0572,C073,01-03-2024,S004,East,I053,Phone,,-1,17894,500,-18394
T0353,C109,2024-02-05,S003,West,I054,TV,electronics,2,4864,0,9728
T0027,C179,2024-01-01,S003,East,I057,Chair,Electronics,1,14689,,14689
T0953,C169,2024/01/02,S003,South,I078,TV,electronics,-2,10137,500,-20774
T0042,C031,2024/01/02,S003,North,I089,Chair,Furniture,4,34205,,136820
T0680,C025,2024-02-05,S002,East,I096,Laptop,,-1,5520,,-5520
T0422,C024,01-03-2024,S004,South,I029,Phone,,-1,16601,500,-17101
T0597,C074,2024/01/02,S001,West,I023,Phone,Furniture,-1,34681,,-34681
T0176,C022,2024-01-01,S004,East,I086,Table,,2,9879,0,19758
T0528,C056,2024-01-01,S003,South,I072,Chair,,3,11544,1000,33632
T0609,C179,2024/01/02,S001,East,I002,Chair,Electronics,0,25218,1000,-1000
T0965,C125,01-03-2024,S002,West,I099,TV,Electronics,4,35242,500,140468
T0493,C086,01-03-2024,S004,North,I047,Chair,,-2,1626,0,-3252
T0197,C030,2024-02-05,S001,East,I070,Phone,electronics,4,44627,1000,177508
T0609,C063,2024-02-05,S001,North,I021,Chair,,1,7187,0,7187
T0576,C198,2024/01/02,S003,East,I013,Table,Electronics,3,8893,500,26179
T0841,C032,2024-02-05,S003,East,I047,Table,,-1,36482,0,-36482
T0852,C001,2024-02-05,S004,West,I028,Phone,electronics,4,2249,500,8496
T0516,C017,2024-02-05,S002,East,I049,Phone,electronics,2,19785,1000,38570
T0513,C174,2024-01-01,S001,South,I079,Phone,Electronics,-1,41447,1000,-42447
T0021,C160,2024-02-05,S003,South,I097,Chair,,3,26278,1000,77834
T0111,C083,2024/01/02,S004,North,I009,Chair,Electronics,1,14115,1000,13115
T0056,C034,01-03-2024,S003,North,I070,Laptop,Furniture,-2,19766,,-39532
T0065,C178,2024-02-05,S004,South,I088,TV,Electronics,-1,2796,0,-2796
T0841,C113,01-03-2024,S003,North,I026,Chair,Electronics,4,32273,0,129092
T0097,C145,2024-02-05,S002,North,I078,Laptop,Electronics,4,12726,0,50904
T0143,C109,2024/01/02,S001,South,I095,Laptop,,2,47387,500,94274
T0879,C087,2024-01-01,S003,South,I027,Table,Furniture,2,15414,1000,29828
T0434,C071,2024/01/02,S001,South,I008,Chair,,0,44893,1000,-1000
T0636,C124,2024-01-01,S004,West,I070,Laptop,electronics,2,34173,,68346
T0678,C029,2024-02-05,S002,West,I079,Table,Furniture,0,31391,,0
T0085,C171,2024-02-05,S001,South,I025,TV,Electronics,-2,46307,1000,-93614
T0587,C052,2024-01-01,S003,East,I098,Table,Electronics,1,33584,0,33584
T0343,C137,2024/01/02,S001,South,I080,TV,Electronics,0,22329,0,0
T0935,C086,2024/01/02,S001,West,I086,Phone,,-1,5858,1000,-6858
T0293,C179,2024-01-01,S004,North,I007,Phone,electronics,3,32351,500,96553
T0955,C176,2024-02-05,S002,East,I001,Table,Furniture,4,31933,0,127732
T0570,C138,2024-01-01,S002,East,I094,Phone,Furniture,-1,11283,1000,-12283
T0649,C193,2024-02-05,S001,North,I056,Chair,,4,41373,1000,164492
T0610,C185,2024-01-01,S001,East,I051,Table,electronics,1,35148,,35148
T0703,C163,2024-02-05,S004,North,I057,Laptop,Furniture,2,15180,,30360
T0242,C160,2024-01-01,S001,West,I095,Chair,,3,9179,1000,26537
T0830,C174,01-03-2024,S004,East,I092,Table,electronics,-1,20826,500,-21326
T0560,C012,2024-02-05,S002,East,I002,TV,electronics,3,18406,1000,54218
T0959,C039,2024/01/02,S002,North,I007,Phone,Furniture,0,6378,0,0
T0031,C088,2024-01-01,S004,North,I058,Phone,Furniture,1,36897,500,36397
T0390,C067,2024/01/02,S001,West,I001,Phone,electronics,-1,3163,500,-3663
T0276,C041,2024-01-01,S002,North,I094,Table,Furniture,2,46181,,92362
T0531,C146,2024/01/02,S003,North,I061,Chair,,3,41220,1000,122660
T0153,C093,2024/01/02,S004,West,I048,TV,electronics,2,43247,,86494
T0382,C018,2024-01-01,S002,South,I019,Phone,Furniture,3,43411,0,130233
T0067,C185,2024-01-01,S002,South,I028,Chair,Furniture,-1,3992,,-3992
T0877,C022,2024/01/02,S002,North,I016,Laptop,,1,18221,0,18221
T0883,C053,2024/01/02,S003,West,I073,Laptop,Furniture,-2,20704,1000,-42408
T0213,C064,2024/01/02,S003,South,I021,TV,Furniture,-1,26584,1000,-27584
T0654,C139,2024-02-05,S003,West,I005,Phone,Furniture,2,42430,,84860
T0375,C023,2024-02-05,S001,North,I061,Laptop,Electronics,-2,36263,,-72526
T0743,C033,01-03-2024,S004,North,I097,Chair,,1,49227,,49227
T0212,C052,2024-02-05,S001,West,I030,Chair,,2,35322,0,70644
T0078,C135,2024-02-05,S003,East,I061,Laptop,Electronics,1,15928,500,15428
T0725,C017,2024-01-01,S004,North,I011,Phone,,3,5057,500,14671
T0627,C056,01-03-2024,S001,North,I011,TV,Furniture,-1,18771,,-18771
T0603,C111,01-03-2024,S001,North,I062,Phone,Furniture,1,39160,,39160
T0781,C004,2024-02-05,S001,North,I015,Table,Furniture,2,31403,1000,61806
T0922,C153,2024-01-01,S003,West,I024,Laptop,,-1,8796,,-8796
T0380,C157,2024-01-01,S002,West,I021,Table,,4,44827,1000,178308
T0679,C181,01-03-2024,S004,West,I090,Laptop,electronics,2,12912,0,25824
T0057,C012,2024-01-01,S003,West,I087,TV,Electronics,2,9695,0,19390
T0795,C082,2024/01/02,S004,East,I075,Phone,,4,10059,0,40236
T0025,C028,2024-02-05,S003,West,I017,Phone,electronics,4,15483,0,61932
T0880,C002,2024/01/02,S001,West,I044,Laptop,Electronics,-2,8992,,-17984
T0446,C089,01-03-2024,S001,North,I079,Chair,Electronics,0,27880,,0
T0065,C103,01-03-2024,S002,East,I067,Table,Furniture,1,28821,1000,27821
T0920,C122,2024-01-01,S002,North,I011,Phone,Furniture,1,19489,,19489
T0759,C185,2024-01-01,S004,East,I048,Phone,electronics,-2,45181,1000,-91362
T0253,C075,01-03-2024,S002,South,I032,Laptop,electronics,3,31469,0,94407
T0898,C129,01-03-2024,S002,East,I085,Chair,Furniture,1,32878,1000,31878
T0967,C107,2024/01/02,S004,East,I062,Table,Furniture,4,13195,1000,51780
T0043,C155,2024/01/02,S003,North,I017,Chair,Electronics,-2,5321,,-10642
T0096,C081,2024-01-01,S002,East,I053,Chair,Electronics,1,26734,0,26734
T0553,C076,2024/01/02,S003,East,I096,Laptop,,1,48339,500,47839
T0226,C001,2024-01-01,S001,North,I026,Chair,Furniture,2,3777,,7554
T0773,C126,2024-01-01,S002,South,I082,Table,Electronics,-2,43879,,-87758
T0678,C134,2024-02-05,S001,South,I077,TV,electronics,4,47973,500,191392
T0435,C025,2024-01-01,S001,South,I024,TV,Electronics,3,25648,0,76944
T0790,C087,2024/01/02,S003,East,I033,Table,Furniture,1,7434,500,6934
T0600,C015,01-03-2024,S004,North,I087,Laptop,Electronics,3,44852,1000,133556
T0378,C150,01-03-2024,S002,South,I059,Phone,Furniture,0,38032,500,-500
T0177,C167,2024/01/02,S003,South,I053,Laptop,Electronics,-2,9133,0,-18266
T0426,C187,01-03-2024,S004,South,I086,Table,,-2,47757,0,-95514
T0914,C072,2024-01-01,S001,South,I004,Chair,,-2,384,500,-1268
T0708,C031,01-03-2024,S002,North,I035,TV,electronics,4,39411,,157644
T0306,C014,2024/01/02,S001,South,I053,Chair,electronics,4,38438,500,153252
T0778,C140,01-03-2024,S001,East,I087,Laptop,Furniture,2,22215,1000,43430
T0503,C004,2024-01-01,S002,East,I035,Table,Furniture,-2,18919,500,-38338
T0267,C073,2024-01-01,S004,North,I068,TV,Furniture,2,40391,500,80282
T0585,C051,2024/01/02,S004,West,I038,Table,Electronics,4,43891,500,175064
T0007,C076,2024/01/02,S002,South,I069,TV,Electronics,0,12812,1000,-1000
T0919,C168,2024/01/02,S002,South,I099,TV,Electronics,-1,33897,500,-34397
T0507,C180,2024-02-05,S003,East,I003,TV,electronics,2,32397,,64794
T0475,C109,2024-02-05,S003,North,I073,Laptop,Furniture,1,30691,1000,29691
T0296,C177,2024-01-01,S001,West,I064,Table,Electronics,-2,23068,,-46136
T0163,C142,2024-02-05,S002,East,I084,Phone,electronics,-1,24575,1000,-25575
T0484,C105,2024-02-05,S004,West,I039,Phone,,2,19450,0,38900
T0596,C126,01-03-2024,S001,North,I036,Phone,Furniture,3,31584,0,94752
T0071,C006,2024-02-05,S001,North,I066,Table,,4,7855,1000,30420
T0566,C039,01-03-2024,S001,North,I030,Chair,electronics,3,33421,1000,99263
T0904,C155,2024/01/02,S001,East,I090,Table,Furniture,1,16751,1000,15751
T0558,C159,01-03-2024,S004,North,I080,TV,Electronics,-1,14303,0,-14303
T0910,C098,01-03-2024,S001,East,I086,Chair,electronics,0,23619,1000,-1000
T0943,C142,2024/01/02,S002,East,I076,TV,,2,1340,0,2680
T0237,C084,2024/01/02,S003,South,I046,TV,,3,4259,0,12777
T0103,C197,2024-01-01,S004,East,I026,Table,,3,18973,1000,55919
T0209,C064,2024-01-01,S002,East,I050,Phone,electronics,2,10880,1000,20760
T0553,C131,2024-01-01,S002,South,I019,Chair,electronics,3,8761,1000,25283
T0827,C010,2024-01-01,S002,West,I012,Laptop,Furniture,0,36155,0,0
T0467,C107,01-03-2024,S003,South,I062,Phone,Furniture,3,28612,500,85336
T0453,C025,01-03-2024,S003,South,I043,Laptop,,2,18503,1000,36006
T0267,C188,2024-01-01,S003,North,I023,Table,electronics,-2,43083,500,-86666
T0385,C164,2024-02-05,S002,North,I002,Chair,Furniture,3,42649,500,127447
T0774,C150,2024-01-01,S003,South,I009,Table,electronics,2,29649,500,58798
T0847,C084,2024-02-05,S001,North,I064,Laptop,Electronics,-2,48819,,-97638
T0386,C167,2024/01/02,S003,South,I048,TV,electronics,3,5413,500,15739
T0876,C150,01-03-2024,S004,North,I057,Table,,3,47915,500,143245
T0258,C122,01-03-2024,S002,East,I076,Chair,electronics,2,10352,0,20704
T0282,C143,2024-02-05,S002,North,I077,Table,,1,4417,,4417
T0625,C188,2024-01-01,S001,North,I096,Phone,Furniture,1,42479,0,42479
T0874,C067,01-03-2024,S003,East,I001,Table,Furniture,-1,25556,0,-25556
T0039,C103,2024-02-05,S003,South,I065,Laptop,Furniture,1,33706,500,33206
T0485,C079,2024/01/02,S004,North,I030,Table,Electronics,0,8561,0,0
T0928,C158,2024/01/02,S001,North,I067,Chair,,-1,28045,1000,-29045
T0219,C052,01-03-2024,S004,East,I097,Table,Electronics,1,46790,500,46290
T0128,C105,2024-01-01,S004,East,I082,Table,Electronics,-2,4927,1000,-10854
T0519,C152,2024-02-05,S002,East,I036,Chair,Furniture,4,23471,500,93384
T0612,C043,01-03-2024,S002,West,I072,Table,,2,13003,500,25506
T0927,C139,2024/01/02,S003,East,I023,Chair,electronics,1,19987,500,19487
T0891,C089,2024-01-01,S003,South,I076,Laptop,electronics,-2,28636,,-57272
T0687,C100,2024-02-05,S004,North,I043,Chair,,4,30203,500,120312
T0618,C096,01-03-2024,S003,North,I093,Laptop,electronics,-1,14500,1000,-15500
T0612,C008,2024-02-05,S004,West,I082,Laptop,Furniture,2,34943,500,69386
T0259,C011,2024-01-01,S003,North,I040,Chair,Furniture,1,49147,500,48647
T0989,C068,2024-01-01,S003,North,I073,Table,Electronics,-1,14290,0,-14290
T0965,C181,2024/01/02,S002,South,I050,Phone,Furniture,1,18768,500,18268
T0365,C181,2024-01-01,S002,North,I041,Chair,electronics,-1,31969,500,-32469
T0757,C027,01-03-2024,S002,South,I077,Table,Electronics,1,47952,500,47452
T0786,C055,2024-02-05,S002,West,I039,Laptop,,4,45401,500,181104
T0543,C098,2024-01-01,S001,South,I047,TV,,-2,47591,500,-95682
T0648,C196,2024-01-01,S002,East,I083,Phone,Electronics,0,48132,500,-500
T0523,C109,01-03-2024,S001,East,I003,Table,Furniture,4,49114,,196456
T0906,C076,2024-02-05,S002,West,I059,Phone,Electronics,-2,47469,1000,-95938
T0813,C102,2024-02-05,S003,North,I038,TV,Electronics,2,9095,,18190
T0886,C105,2024/01/02,S004,South,I004,TV,Furniture,1,47431,1000,46431
T0015,C108,2024/01/02,S003,East,I095,TV,,0,29011,,0
T0128,C111,2024-02-05,S003,South,I005,Chair,Electronics,4,44802,500,178708
T0574,C057,01-03-2024,S001,East,I013,Phone,,0,45543,,0
T0108,C077,01-03-2024,S002,South,I069,Chair,electronics,2,6621,1000,12242
T0886,C074,2024/01/02,S004,North,I077,TV,Furniture,2,39223,0,78446
T0532,C041,2024-01-01,S004,West,I011,Table,electronics,0,31614,0,0
T0669,C165,01-03-2024,S002,North,I061,TV,,2,37639,500,74778
T0268,C067,2024-01-01,S001,South,I026,Chair,electronics,2,35564,500,70628
T0161,C180,01-03-2024,S001,East,I053,TV,electronics,1,45326,1000,44326
T0259,C032,2024-02-05,S001,East,I089,TV,electronics,-2,46331,0,-92662
T0923,C070,2024/01/02,S004,West,I011,Chair,Electronics,3,5896,500,17188
T0101,C055,2024-01-01,S001,North,I007,Chair,Electronics,-1,33676,,-33676
T0505,C104,2024-01-01,S001,North,I073,Table,Furniture,0,43211,,0
T0734,C199,2024-02-05,S004,North,I015,Chair,,-1,3393,0,-3393
T0570,C100,01-03-2024,S004,East,I051,Table,,0,42365,1000,-1000
T0246,C050,2024-01-01,S003,West,I025,Laptop,Furniture,0,3559,500,-500
T0639,C073,01-03-2024,S004,East,I007,Laptop,,-2,18903,500,-38306
T0794,C170,2024-02-05,S002,North,I044,Chair,,4,4324,500,16796
T0836,C120,2024/01/02,S004,South,I092,TV,electronics,4,7671,0,30684
T0536,C142,2024-01-01,S004,East,I083,Phone,electronics,0,22847,,0
T0130,C165,01-03-2024,S001,West,I080,TV,,0,25872,1000,-1000
T0352,C142,2024-01-01,S003,North,I018,Chair,Furniture,-2,14271,0,-28542
T0195,C004,01-03-2024,S001,South,I016,Table,Furniture,2,48191,0,96382
T0792,C082,01-03-2024,S003,East,I064,TV,,4,39619,500,157976
T0915,C181,01-03-2024,S001,South,I028,Laptop,Furniture,3,9817,,29451
T0929,C050,2024-02-05,S002,South,I013,Chair,Furniture,-1,15511,1000,-16511
T0665,C009,2024/01/02,S001,West,I016,TV,electronics,0,6337,1000,-1000
T0381,C139,2024-01-01,S001,East,I012,TV,Furniture,-2,42659,500,-85818
T0644,C003,2024/01/02,S002,West,I092,Table,Electronics,0,9336,1000,-1000
T0226,C094,01-03-2024,S002,North,I097,Table,electronics,4,43213,,172852
T0700,C145,01-03-2024,S004,South,I090,Table,Electronics,-2,47027,500,-94554
T0475,C079,2024/01/02,S001,West,I062,Phone,,-1,38187,500,-38687
T0476,C035,2024/01/02,S002,West,I032,Chair,Furniture,1,18351,,18351
T0264,C024,2024-01-01,S002,North,I028,Chair,Electronics,4,34243,1000,135972
T0371,C097,01-03-2024,S004,East,I036,Laptop,Furniture,2,40998,,81996
T0485,C163,2024/01/02,S003,West,I082,Laptop,Electronics,1,21885,1000,20885
T0433,C100,2024-02-05,S002,South,I045,Chair,electronics,-2,25287,1000,-51574
T0645,C194,01-03-2024,S002,South,I023,TV,,0,39860,1000,-1000
T0210,C008,01-03-2024,S001,South,I013,Chair,Electronics,2,13950,,27900
T0571,C060,2024-01-01,S004,South,I004,Phone,electronics,4,19800,,79200
T0939,C052,2024-02-05,S001,West,I052,Laptop,,-1,46103,0,-46103
T0376,C145,2024-01-01,S003,South,I087,Laptop,Electronics,4,18082,,72328
T0394,C170,2024-02-05,S004,West,I097,Laptop,Electronics,3,5049,500,14647
T0449,C162,2024-01-01,S001,East,I094,Chair,electronics,2,30681,500,60862
